occupation_name,url,2019 Median Pay,Typical Entry-Level Education,Work Experience in a Related Occupation,On-the-job Training,"Number of Jobs, 2019","Job Outlook, 2019-29","Employment Change, 2019-29"
"     Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#519012,nan,nan,nan,nan,nan,nan,nan
     Glaziers,https://www.bls.gov/ooh/construction-and-extraction/glaziers.htm,nan,nan,nan,nan,nan,nan,nan
     Chiropractors,https://www.bls.gov/ooh/healthcare/chiropractors.htm,nan,nan,nan,nan,nan,nan,nan
     Outdoor power equipment and other small engine mechanics,https://www.bls.gov/ooh/installation-maintenance-and-repair/small-engine-mechanics.htm,nan,nan,nan,nan,nan,nan,nan
"     Loading and moving machine operators, underground mining",https://www.bls.gov/ooh/transportation-and-material-moving/material-moving-machine-operators.htm,nan,nan,nan,nan,nan,nan,nan
     Nuclear engineers,https://www.bls.gov/ooh/architecture-and-engineering/nuclear-engineers.htm,nan,nan,nan,nan,nan,nan,nan
"     Textile knitting and weaving machine setters, operators, and tenders",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#516063,nan,nan,nan,nan,nan,nan,nan
"     Office machine operators, except computer",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#439071,nan,nan,nan,nan,nan,nan,nan
     Postal service clerks,https://www.bls.gov/ooh/office-and-administrative-support/postal-service-workers.htm,nan,nan,nan,nan,nan,nan,nan
     Telemarketers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#419041,nan,nan,nan,nan,nan,nan,nan
     Postal service mail carriers,https://www.bls.gov/ooh/office-and-administrative-support/postal-service-workers.htm,nan,nan,nan,nan,nan,nan,nan
     Furniture finishers,https://www.bls.gov/ooh/production/woodworkers.htm,nan,nan,nan,nan,nan,nan,nan
"     Insurance appraisers, auto damage",https://www.bls.gov/ooh/business-and-financial/claims-adjusters-appraisers-examiners-and-investigators.htm,nan,nan,nan,nan,nan,nan,nan
     Survey researchers,https://www.bls.gov/ooh/life-physical-and-social-science/survey-researchers.htm,nan,nan,nan,nan,nan,nan,nan
     Farm and home management educators,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#259021,nan,nan,nan,nan,nan,nan,nan
     Tapers,https://www.bls.gov/ooh/construction-and-extraction/drywall-and-ceiling-tile-installers-and-tapers.htm,nan,nan,nan,nan,nan,nan,nan
     Surveying and mapping technicians,https://www.bls.gov/ooh/architecture-and-engineering/surveying-and-mapping-technicians.htm,nan,nan,nan,nan,nan,nan,nan
"     Electrical and electronics installers and repairers, transportation equipment",https://www.bls.gov/ooh/installation-maintenance-and-repair/electrical-and-electronics-installers-and-repairers.htm,nan,nan,nan,nan,nan,nan,nan
     Dancers,https://www.bls.gov/ooh/entertainment-and-sports/dancers-and-choreographers.htm,nan,nan,nan,nan,nan,nan,nan
     Continuous mining machine operators,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#475041,nan,nan,nan,nan,nan,nan,nan
     Agricultural inspectors,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#452011,nan,nan,nan,nan,nan,nan,nan
     Rail car repairers,https://www.bls.gov/ooh/installation-maintenance-and-repair/heavy-vehicle-and-mobile-equipment-service-technicians.htm,nan,nan,nan,nan,nan,nan,nan
     Audiovisual equipment installers and repairers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#492097,nan,nan,nan,nan,nan,nan,nan
"     Physical scientists, all other",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#192099,nan,nan,nan,nan,nan,nan,nan
"     Electrical and electronics repairers, powerhouse, substation, and relay",https://www.bls.gov/ooh/installation-maintenance-and-repair/electrical-and-electronics-installers-and-repairers.htm,nan,nan,nan,nan,nan,nan,nan
"     Helpers--painters, paperhangers, plasterers, and stucco masons",https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,nan,nan,nan,nan,nan,nan,nan
     Orthodontists,https://www.bls.gov/ooh/healthcare/dentists.htm,nan,nan,nan,nan,nan,nan,nan
"     Agricultural sciences teachers, postsecondary",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,nan,nan,nan,nan,nan,nan,nan
"     Atmospheric, earth, marine, and space sciences teachers, postsecondary",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,nan,nan,nan,nan,nan,nan,nan
     Oral and maxillofacial surgeons,https://www.bls.gov/ooh/healthcare/dentists.htm,nan,nan,nan,nan,nan,nan,nan
"     Layout workers, metal and plastic",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#514192,nan,nan,nan,nan,nan,nan,nan
"     Textile cutting machine setters, operators, and tenders",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#516062,nan,nan,nan,nan,nan,nan,nan
     Shoe and leather workers and repairers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#516041,nan,nan,nan,nan,nan,nan,nan
"     Lathe and turning machine tool setters, operators, and tenders, metal and plastic",https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,nan,nan,nan,nan,nan,nan,nan
     Transportation security screeners,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#339093,nan,nan,nan,nan,nan,nan,nan
"     Title examiners, abstractors, and searchers",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#232093,nan,nan,nan,nan,nan,nan,nan
     Architectural and civil drafters,https://www.bls.gov/ooh/architecture-and-engineering/drafters.htm,nan,nan,nan,nan,nan,nan,nan
"     Extruding, forming, pressing, and compacting machine setters, operators, and tenders",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#519041,nan,nan,nan,nan,nan,nan,nan
     Reservation and transportation ticket agents and travel clerks,https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,nan,nan,nan,nan,nan,nan,nan
     Cabinetmakers and bench carpenters,https://www.bls.gov/ooh/production/woodworkers.htm,nan,nan,nan,nan,nan,nan,nan
     Merchandise displayers and window trimmers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#271026,nan,nan,nan,nan,nan,nan,nan
"     Telecommunications equipment installers and repairers, except line installers",https://www.bls.gov/ooh/installation-maintenance-and-repair/telecommunications-equipment-installers-and-repairers-except-line-installers.htm,nan,nan,nan,nan,nan,nan,nan
"     Calibration technologists and technicians and engineering technologists and technicians, except drafters, all other",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#173098,nan,nan,nan,nan,nan,nan,nan
     Chemical equipment operators and tenders,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#519011,nan,nan,nan,nan,nan,nan,nan
"     English language and literature teachers, postsecondary",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,nan,nan,nan,nan,nan,nan,nan
"     Career/technical education teachers, secondary school",https://www.bls.gov/ooh/education-training-and-library/career-and-technical-education-teachers.htm,nan,nan,nan,nan,nan,nan,nan
"     Biological scientists, all other",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#191029,nan,nan,nan,nan,nan,nan,nan
     Computer hardware engineers,https://www.bls.gov/ooh/architecture-and-engineering/computer-hardware-engineers.htm,nan,nan,nan,nan,nan,nan,nan
"     Teaching assistants, except postsecondary",https://www.bls.gov/ooh/education-training-and-library/teacher-assistants.htm,nan,nan,nan,nan,nan,nan,nan
"     Elementary school teachers, except special education",https://www.bls.gov/ooh/education-training-and-library/kindergarten-and-elementary-school-teachers.htm,nan,nan,nan,nan,nan,nan,nan
     Accountants and auditors,https://www.bls.gov/ooh/business-and-financial/accountants-and-auditors.htm,nan,nan,nan,nan,nan,nan,nan
"     Maintenance and repair workers, general",https://www.bls.gov/ooh/installation-maintenance-and-repair/general-maintenance-and-repair-workers.htm,nan,nan,nan,nan,nan,nan,nan
     Cleaners of vehicles and equipment,https://www.bls.gov/ooh/transportation-and-material-moving/hand-laborers-and-material-movers.htm,nan,nan,nan,nan,nan,nan,nan
"     Production, planning, and expediting clerks",https://www.bls.gov/ooh/office-and-administrative-support/material-recording-clerks.htm,nan,nan,nan,nan,nan,nan,nan
"     Heating, air conditioning, and refrigeration mechanics and installers",https://www.bls.gov/ooh/installation-maintenance-and-repair/heating-air-conditioning-and-refrigeration-mechanics-and-installers.htm,nan,nan,nan,nan,nan,nan,nan
     Pharmacy technicians,https://www.bls.gov/ooh/healthcare/pharmacy-technicians.htm,nan,nan,nan,nan,nan,nan,nan
     Pharmacists,https://www.bls.gov/ooh/healthcare/pharmacists.htm,nan,nan,nan,nan,nan,nan,nan
     First-line supervisors of office and administrative support workers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#431011,nan,nan,nan,nan,nan,nan,nan
     Agricultural engineers,https://www.bls.gov/ooh/architecture-and-engineering/agricultural-engineers.htm,nan,nan,nan,nan,nan,nan,nan
"     Forestry and conservation science teachers, postsecondary",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,nan,nan,nan,nan,nan,nan,nan
     Astronomers,https://www.bls.gov/ooh/life-physical-and-social-science/physicists-and-astronomers.htm,nan,nan,nan,nan,nan,nan,nan
     Prosthodontists,https://www.bls.gov/ooh/healthcare/dentists.htm,nan,nan,nan,nan,nan,nan,nan
"     Miscellaneous entertainers and performers, sports and related workers",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#272090,nan,nan,nan,nan,nan,nan,nan
     Chemical engineers,https://www.bls.gov/ooh/architecture-and-engineering/chemical-engineers.htm,nan,nan,nan,nan,nan,nan,nan
     Waiters and waitresses,https://www.bls.gov/ooh/food-preparation-and-serving/waiters-and-waitresses.htm,nan,nan,nan,nan,nan,nan,nan
"     Janitors and cleaners, except maids and housekeeping cleaners",https://www.bls.gov/ooh/building-and-grounds-cleaning/janitors-and-building-cleaners.htm,nan,nan,nan,nan,nan,nan,nan
"     Laborers and freight, stock, and material movers, hand",https://www.bls.gov/ooh/transportation-and-material-moving/hand-laborers-and-material-movers.htm,nan,nan,nan,nan,nan,nan,nan
     Lawyers,https://www.bls.gov/ooh/legal/lawyers.htm,nan,nan,nan,nan,nan,nan,nan
     Receptionists and information clerks,https://www.bls.gov/ooh/office-and-administrative-support/receptionists.htm,nan,nan,nan,nan,nan,nan,nan
"     Secondary school teachers, except special and career/technical education",https://www.bls.gov/ooh/education-training-and-library/high-school-teachers.htm,nan,nan,nan,nan,nan,nan,nan
     Order clerks,https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,nan,nan,nan,nan,nan,nan,nan
     Log graders and scalers,https://www.bls.gov/ooh/farming-fishing-and-forestry/logging-workers.htm,nan,nan,nan,nan,nan,nan,nan
     Motion picture projectionists,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#393021,nan,nan,nan,nan,nan,nan,nan
     Fabric and apparel patternmakers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#516092,nan,nan,nan,nan,nan,nan,nan
"     Rolling machine setters, operators, and tenders, metal and plastic",https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,nan,nan,nan,nan,nan,nan,nan
"     News analysts, reporters, and journalists",https://www.bls.gov/ooh/media-and-communication/reporters-correspondents-and-broadcast-news-analysts.htm,nan,nan,nan,nan,nan,nan,nan
"     Extruding and drawing machine setters, operators, and tenders, metal and plastic",https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,nan,nan,nan,nan,nan,nan,nan
"     Secretaries and administrative assistants, except legal, medical, and executive",https://www.bls.gov/ooh/office-and-administrative-support/secretaries-and-administrative-assistants.htm,nan,nan,nan,nan,nan,nan,nan
"     Surgeons, except ophthalmologists",https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,nan,nan,nan,nan,nan,nan,nan
     Railroad conductors and yardmasters,https://www.bls.gov/ooh/transportation-and-material-moving/railroad-occupations.htm,nan,nan,nan,nan,nan,nan,nan
"     Coin, vending, and amusement machine servicers and repairers",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#499091,nan,nan,nan,nan,nan,nan,nan
"     Woodworking machine setters, operators, and tenders, except sawing",https://www.bls.gov/ooh/production/woodworkers.htm,nan,nan,nan,nan,nan,nan,nan
     Art directors,https://www.bls.gov/ooh/arts-and-design/art-directors.htm,nan,nan,nan,nan,nan,nan,nan
     Medical transcriptionists,https://www.bls.gov/ooh/healthcare/medical-transcriptionists.htm,nan,nan,nan,nan,nan,nan,nan
     Couriers and messengers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#435021,nan,nan,nan,nan,nan,nan,nan
     Telecommunications line installers and repairers,https://www.bls.gov/ooh/installation-maintenance-and-repair/line-installers-and-repairers.htm,nan,nan,nan,nan,nan,nan,nan
"     Insulation workers, floor, ceiling, and wall",https://www.bls.gov/ooh/construction-and-extraction/insulation-workers.htm,nan,nan,nan,nan,nan,nan,nan
     Transportation inspectors,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#536051,nan,nan,nan,nan,nan,nan,nan
     Materials engineers,https://www.bls.gov/ooh/architecture-and-engineering/materials-engineers.htm,nan,nan,nan,nan,nan,nan,nan
"     Psychologists, all other",https://www.bls.gov/ooh/life-physical-and-social-science/psychologists.htm,nan,nan,nan,nan,nan,nan,nan
     Heavy and tractor-trailer truck drivers,https://www.bls.gov/ooh/transportation-and-material-moving/heavy-and-tractor-trailer-truck-drivers.htm,nan,nan,nan,nan,nan,nan,nan
     Childcare workers,https://www.bls.gov/ooh/personal-care-and-service/childcare-workers.htm,nan,nan,nan,nan,nan,nan,nan
"     Cooks, institution and cafeteria",https://www.bls.gov/ooh/food-preparation-and-serving/cooks.htm,nan,nan,nan,nan,nan,nan,nan
     Real estate sales agents,https://www.bls.gov/ooh/sales/real-estate-brokers-and-sales-agents.htm,nan,nan,nan,nan,nan,nan,nan
     Billing and posting clerks,https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm,nan,nan,nan,nan,nan,nan,nan
     Recreational vehicle service technicians,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#493092,nan,nan,nan,nan,nan,nan,nan
"     Building cleaning workers, all other",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#372019,nan,nan,nan,nan,nan,nan,nan
"     Economics teachers, postsecondary",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,nan,nan,nan,nan,nan,nan,nan
     Reinforcing iron and rebar workers,https://www.bls.gov/ooh/construction-and-extraction/structural-iron-and-steel-workers.htm,nan,nan,nan,nan,nan,nan,nan
     Geological and hydrologic technicians,https://www.bls.gov/ooh/life-physical-and-social-science/geological-and-petroleum-technicians.htm,nan,nan,nan,nan,nan,nan,nan
     Occupational health and safety technicians,https://www.bls.gov/ooh/healthcare/occupational-health-and-safety-specialists-and-technicians.htm,nan,nan,nan,nan,nan,nan,nan
     Aircraft cargo handling supervisors,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#531041,nan,nan,nan,nan,nan,nan,nan
     Subway and streetcar operators,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#534041,nan,nan,nan,nan,nan,nan,nan
     Bicycle repairers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#493091,nan,nan,nan,nan,nan,nan,nan
"     Area, ethnic, and cultural studies teachers, postsecondary",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,nan,nan,nan,nan,nan,nan,nan
     Mechanical drafters,https://www.bls.gov/ooh/architecture-and-engineering/drafters.htm,nan,nan,nan,nan,nan,nan,nan
     First-line supervisors of correctional officers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#331011,nan,nan,nan,nan,nan,nan,nan
"     Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,nan,nan,nan,nan,nan,nan,nan
"     Farmworkers, farm, ranch, and aquacultural animals",https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,nan,nan,nan,nan,nan,nan,nan
"     Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,nan,nan,nan,nan,nan,nan,nan
     Musical instrument repairers and tuners,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#499063,nan,nan,nan,nan,nan,nan,nan
"     Rail yard engineers, dinkey operators, and hostlers",https://www.bls.gov/ooh/transportation-and-material-moving/railroad-occupations.htm,nan,nan,nan,nan,nan,nan,nan
     Home appliance repairers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#499031,nan,nan,nan,nan,nan,nan,nan
"     Welding, soldering, and brazing machine setters, operators, and tenders",https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,nan,nan,nan,nan,nan,nan,nan
"     Sawing machine setters, operators, and tenders, wood",https://www.bls.gov/ooh/production/woodworkers.htm,nan,nan,nan,nan,nan,nan,nan
"     Mail clerks and mail machine operators, except postal service",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#439051,nan,nan,nan,nan,nan,nan,nan
     Cement masons and concrete finishers,https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,nan,nan,nan,nan,nan,nan,nan
     Writers and authors,https://www.bls.gov/ooh/media-and-communication/writers-and-authors.htm,nan,nan,nan,nan,nan,nan,nan
     Retail salespersons,https://www.bls.gov/ooh/sales/retail-sales-workers.htm,nan,nan,nan,nan,nan,nan,nan
     Geographers,https://www.bls.gov/ooh/life-physical-and-social-science/geographers.htm,nan,nan,nan,nan,nan,nan,nan
     Signal and track switch repairers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#499097,nan,nan,nan,nan,nan,nan,nan
     Paperhangers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#472142,nan,nan,nan,nan,nan,nan,nan
"     Furnace, kiln, oven, drier, and kettle operators and tenders",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#519051,nan,nan,nan,nan,nan,nan,nan
"     Painting, coating, and decorating workers",https://www.bls.gov/ooh/production/painting-and-coating-workers.htm,nan,nan,nan,nan,nan,nan,nan
     Craft artists,https://www.bls.gov/ooh/arts-and-design/craft-and-fine-artists.htm,nan,nan,nan,nan,nan,nan,nan
     Advertising and promotions managers,https://www.bls.gov/ooh/management/advertising-promotions-and-marketing-managers.htm,nan,nan,nan,nan,nan,nan,nan
     General internal medicine physicians,https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,nan,nan,nan,nan,nan,nan,nan
"     Preschool teachers, except special education",https://www.bls.gov/ooh/education-training-and-library/preschool-teachers.htm,nan,nan,nan,nan,nan,nan,nan
     Parts salespersons,https://www.bls.gov/ooh/sales/retail-sales-workers.htm,nan,nan,nan,nan,nan,nan,nan
     Civil engineers,https://www.bls.gov/ooh/architecture-and-engineering/civil-engineers.htm,nan,nan,nan,nan,nan,nan,nan
     Roofers,https://www.bls.gov/ooh/construction-and-extraction/roofers.htm,nan,nan,nan,nan,nan,nan,nan
"     Installation, maintenance, and repair workers, all other",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#499099,nan,nan,nan,nan,nan,nan,nan
"     Postsecondary teachers, all other",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#251199,nan,nan,nan,nan,nan,nan,nan
"     Production workers, all other",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#519199,nan,nan,nan,nan,nan,nan,nan
     Butchers and meat cutters,https://www.bls.gov/ooh/production/butchers-and-meat-cutters.htm,nan,nan,nan,nan,nan,nan,nan
"     Coating, painting, and spraying machine setters, operators, and tenders",https://www.bls.gov/ooh/production/painting-and-coating-workers.htm,nan,nan,nan,nan,nan,nan,nan
     Sales managers,https://www.bls.gov/ooh/management/sales-managers.htm,nan,nan,nan,nan,nan,nan,nan
     Network and computer systems administrators,https://www.bls.gov/ooh/computer-and-information-technology/network-and-computer-systems-administrators.htm,nan,nan,nan,nan,nan,nan,nan
     Machinists,https://www.bls.gov/ooh/production/machinists-and-tool-and-die-makers.htm,nan,nan,nan,nan,nan,nan,nan
     Operating engineers and other construction equipment operators,https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm,nan,nan,nan,nan,nan,nan,nan
"     Heat treating equipment setters, operators, and tenders, metal and plastic",https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,nan,nan,nan,nan,nan,nan,nan
     Jewelers and precious stone and metal workers,https://www.bls.gov/ooh/production/jewelers-and-precious-stone-and-metal-workers.htm,nan,nan,nan,nan,nan,nan,nan
"     Textile winding, twisting, and drawing out machine setters, operators, and tenders",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#516064,nan,nan,nan,nan,nan,nan,nan
"     Adult basic education, adult secondary education, and English as a Second Language instructors",https://www.bls.gov/ooh/education-training-and-library/adult-literacy-and-ged-teachers.htm,nan,nan,nan,nan,nan,nan,nan
     Hydrologists,https://www.bls.gov/ooh/life-physical-and-social-science/hydrologists.htm,nan,nan,nan,nan,nan,nan,nan
"     Architecture teachers, postsecondary",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,nan,nan,nan,nan,nan,nan,nan
     Epidemiologists,https://www.bls.gov/ooh/life-physical-and-social-science/epidemiologists.htm,nan,nan,nan,nan,nan,nan,nan
     Anthropologists and archeologists,https://www.bls.gov/ooh/life-physical-and-social-science/anthropologists-and-archeologists.htm,nan,nan,nan,nan,nan,nan,nan
     Costume attendants,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#393092,nan,nan,nan,nan,nan,nan,nan
"     Life scientists, all other",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#191099,nan,nan,nan,nan,nan,nan,nan
     Chief executives,https://www.bls.gov/ooh/management/top-executives.htm,nan,nan,nan,nan,nan,nan,nan
"     Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,nan,nan,nan,nan,nan,nan,nan
     Terrazzo workers and finishers,https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,nan,nan,nan,nan,nan,nan,nan
     Buyers and purchasing agents,https://www.bls.gov/ooh/business-and-financial/purchasing-managers-buyers-and-purchasing-agents.htm,nan,nan,nan,nan,nan,nan,nan
"     Pourers and casters, metal",https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,nan,nan,nan,nan,nan,nan,nan
"     Metal workers and plastic workers, all other",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#514199,nan,nan,nan,nan,nan,nan,nan
"     Plating machine setters, operators, and tenders, metal and plastic",https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,nan,nan,nan,nan,nan,nan,nan
     Carpet installers,https://www.bls.gov/ooh/construction-and-extraction/tile-and-marble-setters.htm,nan,nan,nan,nan,nan,nan,nan
     Sewing machine operators,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#516031,nan,nan,nan,nan,nan,nan,nan
     Labor relations specialists,https://www.bls.gov/ooh/business-and-financial/labor-relations-specialists.htm,nan,nan,nan,nan,nan,nan,nan
     Procurement clerks,https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm,nan,nan,nan,nan,nan,nan,nan
     Computer numerically controlled tool operators,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,nan,nan,nan,nan,nan,nan,nan
     Editors,https://www.bls.gov/ooh/media-and-communication/editors.htm,nan,nan,nan,nan,nan,nan,nan
     Correctional officers and jailers,https://www.bls.gov/ooh/protective-service/correctional-officers.htm,nan,nan,nan,nan,nan,nan,nan
"     Hotel, motel, and resort desk clerks",https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,nan,nan,nan,nan,nan,nan,nan
     Insurance claims and policy processing clerks,https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm,nan,nan,nan,nan,nan,nan,nan
"     Personal service managers, all other; entertainment and recreation managers, except gambling; and managers, all other",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#119198,nan,nan,nan,nan,nan,nan,nan
"     Hairdressers, hairstylists, and cosmetologists",https://www.bls.gov/ooh/personal-care-and-service/barbers-hairstylists-and-cosmetologists.htm,nan,nan,nan,nan,nan,nan,nan
     Customer service representatives,https://www.bls.gov/ooh/office-and-administrative-support/customer-service-representatives.htm,nan,nan,nan,nan,nan,nan,nan
"     Tank car, truck, and ship loaders",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#537121,nan,nan,nan,nan,nan,nan,nan
     Adhesive bonding machine operators and tenders,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#519191,nan,nan,nan,nan,nan,nan,nan
     Cashiers,https://www.bls.gov/ooh/sales/cashiers.htm,nan,nan,nan,nan,nan,nan,nan
     Foundry mold and coremakers,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,nan,nan,nan,nan,nan,nan,nan
     Gas plant operators,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#518092,nan,nan,nan,nan,nan,nan,nan
     Funeral home managers,https://www.bls.gov/ooh/personal-care-and-service/funeral-service-occupations.htm,nan,nan,nan,nan,nan,nan,nan
"     Cooks, private household",https://www.bls.gov/ooh/food-preparation-and-serving/cooks.htm,nan,nan,nan,nan,nan,nan,nan
"     Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#516091,nan,nan,nan,nan,nan,nan,nan
     Obstetricians and gynecologists,https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,nan,nan,nan,nan,nan,nan,nan
     Gas compressor and gas pumping station operators,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#537071,nan,nan,nan,nan,nan,nan,nan
"     Designers, all other",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#271029,nan,nan,nan,nan,nan,nan,nan
"     Electrical and electronics repairers, commercial and industrial equipment",https://www.bls.gov/ooh/installation-maintenance-and-repair/electrical-and-electronics-installers-and-repairers.htm,nan,nan,nan,nan,nan,nan,nan
     Helpers--electricians,https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,nan,nan,nan,nan,nan,nan,nan
"     Miscellaneous first-line supervisors, protective service workers",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#331090,nan,nan,nan,nan,nan,nan,nan
     Surveyors,https://www.bls.gov/ooh/architecture-and-engineering/surveyors.htm,nan,nan,nan,nan,nan,nan,nan
     Stationary engineers and boiler operators,https://www.bls.gov/ooh/production/stationary-engineers-and-boiler-operators.htm,nan,nan,nan,nan,nan,nan,nan
"     Food and tobacco roasting, baking, and drying machine operators and tenders",https://www.bls.gov/ooh/production/food-and-tobacco-processing-workers.htm,nan,nan,nan,nan,nan,nan,nan
"     Legal support workers, all other",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#232099,nan,nan,nan,nan,nan,nan,nan
"     First-line supervisors of farming, fishing, and forestry workers",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#451011,nan,nan,nan,nan,nan,nan,nan
